topic,date,semantic_status,semantic_score,cosine_drift,jsd_drift,concept_status,test_acc,test_f1,accuracy_drop
Artificial Intelligence,2025-12-24,Stable,0.08860000222921371,0.044586896896362305,0.1325342208147049,Moderate Drift,0.6075949367088608,0.6063341975496924,0.3924
Climate Change,2025-12-24,Stable,0.094200000166893,0.05580419301986694,0.13260875642299652,Stable,0.5189873417721519,0.5185242358752702,0.481
Cryptocurrency,2025-12-24,Stable,0.08110000193119049,0.033946096897125244,0.12825119495391846,Stable,0.5316455696202531,0.5301408164302781,0.4684
Elections,2025-12-24,Stable,0.1103999987244606,0.0855478048324585,0.13532188534736633,Stable,0.5316455696202531,0.5293811646385622,0.4684
Electric Vehicles,2025-12-24,Stable,0.0828000009059906,0.03322494029998779,0.13245898485183716,Stable,0.4810126582278481,0.480513391905797,0.519
Space Exploration,2025-12-24,Stable,0.10130000114440918,0.06921130418777466,0.13336887955665588,Stable,0.5316455696202531,0.5301408164302781,0.4684
