topic,date,semantic_status,semantic_score,cosine_drift,jsd_drift,concept_status,test_acc,test_f1,accuracy_drop
Artificial Intelligence,2025-11-22,Stable,0.08619999885559082,0.040940046310424805,0.1315503716468811,Stable,0.5189873417721519,0.5146370980930887,0.481
Climate Change,2025-11-22,Stable,0.09539999812841415,0.05812710523605347,0.13275288045406342,Stable,0.5569620253164557,0.5565358223586071,0.443
Cryptocurrency,2025-11-22,Stable,0.08259999752044678,0.036409199237823486,0.12885618209838867,Stable,0.5316455696202531,0.5314953838160589,0.4684
Elections,2025-11-22,Stable,0.10930000245571136,0.0839495062828064,0.13468977808952332,Moderate Drift,0.620253164556962,0.6184204095596502,0.3797
Electric Vehicles,2025-11-22,Stable,0.08510000258684158,0.03704649209976196,0.13317324221134186,Stable,0.46835443037974683,0.4673307226076925,0.5316
Space Exploration,2025-11-22,Stable,0.10000000149011612,0.0670098066329956,0.1330547332763672,Moderate Drift,0.6075949367088608,0.6072174426604806,0.3924
