topic,date,semantic_status,semantic_score,cosine_drift,jsd_drift,concept_status,test_acc,test_f1,accuracy_drop
Artificial Intelligence,2025-11-23,Stable,0.08550000190734863,0.04068547487258911,0.1303410828113556,Moderate Drift,0.6455696202531646,0.64385904892234,0.3544
Climate Change,2025-11-23,Stable,0.09220000356435776,0.04972869157791138,0.13468807935714722,Stable,0.5569620253164557,0.5565358223586071,0.443
Cryptocurrency,2025-11-23,Stable,0.07999999821186066,0.032164812088012695,0.12783756852149963,Moderate Drift,0.6582278481012658,0.6565754444659778,0.3418
Elections,2025-11-23,Stable,0.10989999771118164,0.08450692892074585,0.13523617386817932,Stable,0.5641025641025641,0.5641025641025641,0.4359
Electric Vehicles,2025-11-23,Stable,0.0869000032544136,0.04108983278274536,0.13274262845516205,Stable,0.4936708860759494,0.4877527535755383,0.5063
Space Exploration,2025-11-23,Stable,0.09650000184774399,0.060926854610443115,0.13199976086616516,Stable,0.4936708860759494,0.49204177052278314,0.5063
